#
#
#	base acceleration for tutorial 11
#
# acceleration, time
0.0, 0.0
0.010681211911580864, 0.001
0.021361205187223023, 0.002
0.032038761330023834, 0.003
0.04271266212113688, 0.004
0.053381689758760474, 0.005
0.06404462699707851, 0.006
0.07470025728513795, 0.007
0.08534736490564694, 0.008
0.09598473511367799, 0.009000000000000001
0.10661115427525991, 0.01
0.11722541000584337, 0.011
0.1278262913086236, 0.012
0.13841258871270495, 0.013000000000000001
0.14898309441109123, 0.014
0.1595366023984863, 0.015
0.17007190860888913, 0.016
0.1805878110529675, 0.017
0.19108310995519473, 0.018000000000000002
0.20155660789073404, 0.019
0.21200710992205463, 0.02
0.22243342373526379, 0.021
0.23283435977613992, 0.022
0.24320873138585067, 0.023
0.25355535493634057, 0.024
0.26387304996537286, 0.025
0.27416063931121076, 0.026000000000000002
0.28441694924692096, 0.027
0.29464080961428657, 0.028
0.30483105395731175, 0.029
0.3149865196553048, 0.03
0.32510604805552334, 0.031
0.33518848460536665, 0.032
0.3452326789841005, 0.033
0.35523748523409876, 0.034
0.3652017618915879, 0.035
0.37512437211687766, 0.036000000000000004
0.38500418382406587, 0.037
0.39484006981019887, 0.038
0.40463090788387646, 0.039
0.41437558099328414, 0.04
0.42407297735363936, 0.041
0.4337219905740368, 0.042
0.44332151978367834, 0.043000000000000003
0.4528704697574727, 0.044
0.46236775104099176, 0.045
0.47181228007476794, 0.046
0.4812029793179193, 0.047
0.4905387773710874, 0.048
0.4998186090986756, 0.049
0.5090414157503712, 0.05
0.5182061450819411, 0.051000000000000004
0.5273117514752824, 0.052000000000000005
0.5363571960577198, 0.053
0.5453414468205318, 0.054
0.554263478736694, 0.055
0.5631222738778264, 0.056
0.5719168215303299, 0.057
0.5806461183107005, 0.058
0.589309168280007, 0.059000000000000004
0.5979049830575188, 0.06
0.6064325819334725, 0.061
0.6148909919809614, 0.062
0.6232792481669395, 0.063
0.6315963934623228, 0.064
0.6398414789511784, 0.065
0.6480135639389881, 0.066
0.6561117160599733, 0.067
0.6641350113834702, 0.068
0.6720825345193424, 0.069
0.6799533787224192, 0.07
0.6877466459959478, 0.07100000000000001
0.6954614471940469, 0.07200000000000001
0.7030969021231505, 0.073
0.710652139642431, 0.074
0.7181262977631888, 0.075
0.7255185237471977, 0.076
0.7328279742039957, 0.077
0.740053815187108, 0.078
0.7471952222891938, 0.079
0.7542513807361038, 0.08
0.7612214854798395, 0.081
0.7681047412904017, 0.082
0.7749003628465203, 0.083
0.7816075748252524, 0.084
0.7882256119904401, 0.085
0.794753719280017, 0.08600000000000001
0.8011911518921557, 0.08700000000000001
0.807537175370242, 0.088
0.8137910656866709, 0.089
0.8199521093254523, 0.09
0.826019603363616, 0.091
0.8319928555514106, 0.092
0.8378711843912824, 0.093
0.8436539192156289, 0.094
0.8493404002633165, 0.095
0.8549299787549532, 0.096
0.860422016966909, 0.097
0.8658158883040751, 0.098
0.8711109773713523, 0.099
0.8763066800438636, 0.1
0.8814024035358785, 0.101
0.8863975664684456, 0.10200000000000001
0.891291598935723, 0.10300000000000001
0.8960839425699989, 0.10400000000000001
0.9007740506053981, 0.105
0.9053613879402618, 0.106
0.9098454311981996, 0.107
0.914225668787801, 0.108
0.9185016009610046, 0.109
0.9226727398701148, 0.11
0.9267386096234611, 0.111
0.9306987463396932, 0.112
0.9345526982007061, 0.113
0.9383000255031889, 0.114
0.9419403007087906, 0.115
0.9454731084928995, 0.116
0.9488980457920273, 0.117
0.9522147218497959, 0.11800000000000001
0.9554227582615192, 0.11900000000000001
0.9585217890173758, 0.12
0.9615114605441678, 0.121
0.9643914317456601, 0.122
0.9671613740414972, 0.123
0.9698209714046909, 0.124
0.9723699203976766, 0.125
0.9748079302069329, 0.126
0.9771347226761611, 0.127
0.97935003233802, 0.128
0.9814536064444142, 0.129
0.9834452049953297, 0.13
0.9853246007662168, 0.131
0.9870915793339134, 0.132
0.9887459391011102, 0.133
0.99028749131935, 0.134
0.9917160601105629, 0.135
0.9930314824871325, 0.136
0.9942336083704914, 0.137
0.9953223006082436, 0.138
0.9962974349898129, 0.139
0.9971589002606139, 0.14
0.9979065981347455, 0.14100000000000001
0.998540443306204, 0.14200000000000002
0.9990603634586165, 0.14300000000000002
0.9994662992734908, 0.14400000000000002
0.999758204436984, 0.145
0.9999360456451858, 0.146
0.9999998026079184, 0.147
0.9999494680510518, 0.148
0.999785047717333, 0.149
0.9995065603657316, 0.15
0.9991140377692989, 0.151
0.9986075247115431, 0.152
0.9979870789813204, 0.153
0.9972527713662408, 0.154
0.9964046856445924, 0.155
0.9954429185757832, 0.156
0.9943675798893011, 0.157
0.9931787922721953, 0.158
0.991876691355078, 0.159
0.9904614256966512, 0.16
0.9889331567667562, 0.161
0.9872920589279519, 0.162
0.9855383194156216, 0.163
0.9836721383166108, 0.164
0.9816937285463989, 0.165
0.9796033158248074, 0.166
0.9774011386502476, 0.167
0.9750874482725093, 0.168
0.9726625086640954, 0.169
0.9701265964901058, 0.17
0.9674800010766709, 0.171
0.9647230243779429, 0.17200000000000001
0.9618559809416447, 0.17300000000000001
0.9588791978731835, 0.17400000000000002
0.9557930147983301, 0.17500000000000002
0.9525977838244708, 0.176
0.9492938695004347, 0.177
0.9458816487749022, 0.178
0.9423615109533978, 0.179
0.9387338576538742, 0.18
0.9349991027608904, 0.181
0.9311576723783918, 0.182
0.9272100047810945, 0.183
0.9231565503644826, 0.184
0.9189977715934214, 0.185
0.9147341429493941, 0.186
0.9103661508763679, 0.187
0.9058942937252942, 0.188
0.9013190816972515, 0.189
0.896641036785236, 0.19
0.8918606927146052, 0.191
0.8869785948821863, 0.192
0.88199530029405, 0.193
0.8769113775019604, 0.194
0.8717274065385089, 0.195
0.8664439788509369, 0.196
0.8610616972336576, 0.197
0.85558117575948, 0.198
0.850003039709551, 0.199
0.8443279255020152, 0.2
0.8385564806194035, 0.201
0.8326893635347631, 0.202
0.8267272436365299, 0.203
0.820670801152158, 0.20400000000000001
0.8145207270705094, 0.20500000000000002
0.8082777230630205, 0.20600000000000002
0.8019425014036462, 0.20700000000000002
0.795515784887595, 0.20800000000000002
0.7889983067488653, 0.209
0.7823908105765882, 0.21
0.7756940502301919, 0.211
0.7689087897533916, 0.212
0.7620358032870185, 0.213
0.7550758749806976, 0.214
0.7480297989033825, 0.215
0.740898378952759, 0.216
0.7336824287635262, 0.217
0.7263827716145693, 0.218
0.7190002403350297, 0.219
0.7115356772092855, 0.22
0.7039899338808548, 0.221
0.6963638712552307, 0.222
0.6886583594016586, 0.223
0.6808742774538683, 0.224
0.6730125135097733, 0.225
0.6650739645301461, 0.226
0.6570595362362815, 0.227
0.648970143006663, 0.228
0.6408067077726389, 0.229
0.6325701619131245, 0.23
0.624261445148338, 0.231
0.6158815054325883, 0.232
0.607431298846121, 0.233
0.598911789486036, 0.234
0.5903239493562945, 0.23500000000000001
0.5816687582568205, 0.23600000000000002
0.5729472036717144, 0.23700000000000002
0.5641602806565875, 0.23800000000000002
0.5553089917250377, 0.23900000000000002
0.5463943467342692, 0.24
0.5374173627698756, 0.241
0.528379064029802, 0.242
0.5192804817074889, 0.243
0.5101226538742247, 0.244
0.5009066253607102, 0.245
0.49163344763784966, 0.246
0.4823041786967903, 0.247
0.47291988292821246, 0.248
0.46348163100089246, 0.249
0.45399049973954686, 0.25
0.44444757200197815, 0.251
0.4348539365555285, 0.252
0.42521068795285993, 0.253
0.4155189264070768, 0.254
0.4057797576661999, 0.255
0.39599429288701005, 0.256
0.3861636485082736, 0.257
0.3762889461233681, 0.258
0.36637131235231707, 0.259
0.3564118787132508, 0.26
0.3464117814933122, 0.261
0.33637216161901445, 0.262
0.32629416452607174, 0.263
0.31617894002871305, 0.264
0.3060276421885006, 0.265
0.2958414291826599, 0.266
0.2856214631719403, 0.267
0.27536891016802484, 0.268
0.26508493990049636, 0.269
0.25477072568338227, 0.27
0.24442744428128743, 0.271
0.2340562757751381, 0.272
0.22365840342754315, 0.273
0.21323501354779256, 0.274
0.20278729535651233, 0.275
0.1923164408499825, 0.276
0.1818236446641415, 0.277
0.17131010393828644, 0.278
0.16077701817849227, 0.279
0.15022558912075668, 0.28
0.13965702059389282, 0.281
0.1290725183821811, 0.28200000000000003
0.1184732900878018, 0.28300000000000003
0.10786054499305679, 0.28400000000000003
0.09723549392239916, 0.28500000000000003
0.08659934910429114, 0.28600000000000003
0.07595332403289719, 0.28700000000000003
0.06529863332963563, 0.28800000000000003
0.05463649260459916, 0.289
0.043968118317865394, 0.29
0.033294727640708184, 0.291
0.022617538316729982, 0.292
0.011937768522926257, 0.293
0.001256636730702725, 0.294
-0.009424638433143742, 0.295
-0.020104838325457446, 0.296
-0.030782744425762083, 0.297
-0.041457138475284934, 0.298
-0.05212680261594726, 0.299
-0.06279051952931335, 0.3
-0.07344707257547535, 0.301
-0.08409524593186347, 0.302
-0.09473382473195825, 0.303
-0.10536159520389798, 0.304
-0.11597734480896112, 0.305
-0.126579862379904, 0.306
-0.1371679382591466, 0.307
-0.14774036443678337, 0.308
-0.15829593468840858, 0.309
-0.16883344471273384, 0.31
-0.17935169226898995, 0.311
-0.18984947731409368, 0.312
